113學年度大學分發入學    各系組最低錄取標準及錄取人數一覽表,,,,,,
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1303,靜宜大學,財務金融學系(金融科技組),國x2.00 英x1.50 公x2.00,2,181.50,-----
1304,靜宜大學,資訊管理學系(人工智慧應用組),數Bx1.75 國x2.00 物x1.00,12,144.50,-----
1305,靜宜大學,資訊管理學系(巨量資料管理組),數Bx1.50 國x2.00 公x1.75,6,144.00,-----
1306,靜宜大學,資訊管理學系(社群商務應用組),數Bx1.00 國x2.00 歷x1.75,5,134.50,-----
1307,靜宜大學,資訊工程學系(智慧電子與IC設計組),物x2.00 數Bx1.00 英x1.00,6,104.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1310,靜宜大學,資訊工程學系(智慧晶片與機器人組),數Bx1.50 英x1.00 歷x1.00,6,94.00,-----
1311,靜宜大學,資訊工程學系(物聯網與大數據組),數Bx1.50 國x2.00 化x1.50,5,160.00,-----
1312,靜宜大學,資訊傳播工程學系(元宇宙應用創作組),國x2.00 歷x2.00 英x1.00,10,130.00,-----
1313,靜宜大學,"資訊傳播工程學系(人工智慧與遊戲設計
組)",國x2.00 物x2.00 英x1.00,12,140.00,-----
1314,靜宜大學,寰宇管理學士學位學程,英x2.00 國x1.50 公x1.00,7,78.50,-----
1315,靜宜大學,寰宇外語教育學士學位學程,英x2.00 國x1.75 歷x1.50,4,107.50,-----
1316,大同大學,機械與材料工程學系,數甲x2.00 英x1.75 國x2.00,37,161.50,-----
1317,大同大學,化學工程與生物科技學系(化學工程組),化x2.00 英x1.75 國x2.00,13,171.25,-----
1320,大同大學,化學工程與生物科技學系(生物科技組),生x2.00 英x1.75 國x2.00,13,178.00,186.85
1321,大同大學,工程學院學士班,物x1.00 英x1.00 國x1.00,13,82.00,-----
1322,大同大學,電機工程學系(甲組),數甲x1.00 英x1.00 國x1.00,13,99.00,102.60
1323,大同大學,電機工程學系(乙組),物x1.00 英x1.00 數Ax1.00 國x1.00,16,121.00,128.25
1324,大同大學,資訊工程學系(甲組),數甲x2.00 數Ax2.00 英x1.50 國x1.00,20,187.00,-----
1325,大同大學,資訊工程學系(乙組),數Bx2.00 英x1.50 國x1.00 公x1.00,11,148.50,-----
1326,大同大學,事業經營學系(甲組),國x1.25 歷x2.00 英x1.00,14,99.50,-----
1327,大同大學,事業經營學系(乙組),國x1.25 公x2.00 數Bx1.00,14,82.75,-----
1330,大同大學,資訊經營學系(甲組),國x1.00 英x1.00 公x1.00,6,75.00,-----
1331,大同大學,資訊經營學系(乙組),國x1.00 英x1.00 物x1.00,6,84.00,-----
1332,大同大學,工業設計學系(自然一組),英x2.00 數甲x1.00 國x2.00,4,157.00,-----
1333,大同大學,工業設計學系(自然二組),英x1.75 物x2.00 國x1.00,5,117.75,-----
1334,大同大學,工業設計學系(社會一組),英x2.00 歷x2.00 數Bx1.00,6,115.00,-----
1335,大同大學,工業設計學系(社會二組),國x2.00 歷x2.00 地x1.75,6,198.75,-----
1336,大同大學,媒體設計學系互動媒體設計組(自然組),國x1.00 英x1.00 物x2.00,8,100.00,-----
1337,大同大學,媒體設計學系互動媒體設計組(社會組),國x1.00 英x1.00 歷x2.00,12,104.00,-----
1340,大同大學,媒體設計學系互動媒體設計組(國際組),國x1.00 英x1.00 公x2.00,5,69.00,-----
1341,大同大學,媒體設計學系數位遊戲設計組(自然組),國x1.00 數Bx1.00 物x2.00,9,108.00,-----
1342,大同大學,媒體設計學系數位遊戲設計組(社會組),國x1.00 數Bx1.00 歷x2.00,10,96.00,-----
1343,大同大學,媒體設計學系數位遊戲設計組(國際組),國x1.00 英x1.00 數Bx1.00 公x2.00,5,83.00,-----
1344,大同大學,應用外語學系,英x2.00 國x2.00 歷x1.75,16,122.75,-----
1345,輔仁大學,中國文學系,國x2.00 歷x1.00 英x1.00,49,143.00,150.50
1346,輔仁大學,歷史學系,歷x2.00 國x2.00 英x1.00,64,184.00,201.55
1347,輔仁大學,哲學系,國x2.00 公x2.00 英x1.00,58,165.00,-----
1350,輔仁大學,人文與社區創新學士學位學程,公x2.00 社x1.50 國x1.50,17,199.00,210.50
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1351,輔仁大學,音樂學系,術x2.00 國x1.00 歷x1.00,7,188.10,-----
1352,輔仁大學,應用美術學系,國x1.00 英x1.00 歷x1.50 數Bx1.00,10,163.00,-----
1353,輔仁大學,景觀設計學系(社會組),英x1.50 國x1.50 地x1.00 歷x1.00,25,180.50,-----
1354,輔仁大學,景觀設計學系(自然組),英x1.50 國x1.50 生x1.00,10,142.50,147.80
1355,輔仁大學,影像傳播學系,英x2.00 國x2.00 公x1.00,24,208.00,-----
1356,輔仁大學,新聞傳播學系,公x2.00 國x2.00 英x1.00 數Bx1.00,19,236.00,250.70
1357,輔仁大學,廣告傳播學系,英x2.00 國x1.50 數Bx1.00 公x1.00,30,203.00,-----
1360,輔仁大學,圖書資訊學系,英x2.00 國x2.00 歷x1.00,30,175.00,-----
1361,輔仁大學,體育學系體育學組,術x2.00 英x2.00 國x2.00 生x1.00 數Bx1.00,4,311.78,-----
1362,輔仁大學,體育學系運動健康管理組,英x2.00 國x2.00 生x1.00 數Bx1.00,1,223.00,-----
1363,輔仁大學,教育領導與科技發展學士學位學程,公x1.00 英x2.00 國x2.00,24,176.00,-----
1364,輔仁大學,護理學系,英x1.50 生x1.50 國x1.00,61,140.00,150.50
1365,輔仁大學,公共衛生學系,英x1.50 國x1.50 化x1.00,26,140.50,-----
1366,輔仁大學,醫學系(自費),生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,29,268.00,291.60
1367,輔仁大學,醫學系(公費),生x1.25 英x1.25 化x1.00 數甲x1.00 物x1.00,3,288.50,-----
1370,輔仁大學,臨床心理學系,英x2.00 國x1.25 數Ax1.00 生x1.25,16,238.00,-----
1371,輔仁大學,職能治療學系,英x2.00 生x2.00 國x1.25 數Ax1.00,22,269.75,-----
1372,輔仁大學,呼吸治療學系,英x1.25 生x1.25 數Ax1.00,13,135.75,-----
1373,輔仁大學,數學系資訊數學組,數甲x2.00 英x1.25 國x1.25,20,143.50,-----
1374,輔仁大學,數學系應用數學組,數甲x2.00 英x1.25 國x1.25,16,138.50,-----
1375,輔仁大學,化學系,化x2.00 英x1.50 數Ax1.50,41,146.50,-----
1376,輔仁大學,資訊工程學系,數甲x1.00 英x1.00 國x1.50,67,136.00,-----
1377,輔仁大學,生命科學系,生x2.00 英x1.00 化x1.50,25,153.50,171.15
1400,輔仁大學,物理學系電子物理組,數Ax1.50 物x2.00 國x1.00 英x1.00,24,177.00,-----
1401,輔仁大學,物理學系光電物理組,數Ax1.50 物x2.00 國x1.00 英x1.00,31,170.50,-----
1402,輔仁大學,電機工程學系,數甲x1.00 英x1.00 物x1.00,53,103.00,-----
1403,輔仁大學,醫學資訊與創新應用學士學位學程,數甲x1.00 英x1.00 國x1.00,21,100.00,-----
1404,輔仁大學,人工智慧與資訊安全學士學位學程,數甲x1.00 英x1.00 國x1.00,24,106.00,-----
1405,輔仁大學,英國語文學系,英x2.00 國x1.00 歷x1.00,20,172.00,-----
1406,輔仁大學,法國語文學系,英x2.00 國x2.00 歷x1.00,20,198.00,-----
1407,輔仁大學,西班牙語文學系,英x2.00 國x2.00 歷x1.00,28,197.00,-----
1410,輔仁大學,日本語文學系,國x1.50 英x1.50 歷x1.00 公x1.00,22,211.50,-----
1411,輔仁大學,義大利語文學系,英x2.00 國x2.00 歷x1.00,18,187.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1412,輔仁大學,德語語文學系,國x1.50 英x1.50 歷x1.25,20,166.50,-----
1413,輔仁大學,國際溝通與科技創新學士學位學程,英x2.00 國x2.00 歷x1.00,17,199.00,-----
1414,輔仁大學,織品服裝學系織品設計組,英x2.00 國x1.50 歷x1.00,15,151.50,-----
1415,輔仁大學,織品服裝學系服飾設計組,英x2.00 國x1.50 歷x1.00,19,156.00,-----
1416,輔仁大學,織品服裝學系織品服飾行銷組,英x2.00 國x1.50 歷x1.00,18,165.00,-----
1417,輔仁大學,餐旅管理學系,英x2.00 國x2.00 歷x2.00 數Bx1.00,32,219.00,242.15
1420,輔仁大學,兒童與家庭學系,國x1.00 英x1.00 公x2.00 數Bx1.00,27,172.00,174.75
1421,輔仁大學,食品科學系,化x2.00 英x1.00 數Ax1.00,19,117.00,-----
1422,輔仁大學,營養科學系,英x2.00 化x2.00 生x2.00 國x1.00 數Ax1.00,24,289.00,-----
1423,輔仁大學,法律學系,國x1.00 公x1.00 英x1.00 歷x1.00,58,186.00,193.05
1424,輔仁大學,財經法律學系,國x1.00 公x1.00 英x1.00 歷x1.00,23,185.00,211.95
1425,輔仁大學,企業管理學系,數Bx1.00 英x2.00 公x1.00 國x1.00,35,187.00,-----
1426,輔仁大學,會計學系,數Bx1.50 英x1.50 國x1.50 公x1.00,63,205.00,-----
1427,輔仁大學,資訊管理學系,數Bx2.00 英x2.00 公x1.00,24,185.00,-----
1430,輔仁大學,統計資訊學系,數Bx2.00 英x2.00 國x1.00 公x1.00,33,205.00,-----
1431,輔仁大學,金融與國際企業學系,英x2.00 數Bx2.00 國x1.50 公x1.00,26,263.50,-----
1432,輔仁大學,社會學系,公x2.00 英x2.00 國x1.00 數Bx1.00,25,216.00,222.00
1433,輔仁大學,社會工作學系,國x1.50 地x1.50 英x1.00,39,148.50,"152.80
國42.00"
1434,輔仁大學,經濟學系,數Bx2.00 英x2.00 公x1.00,77,165.00,-----
1435,輔仁大學,宗教學系,國x2.00 歷x1.00 英x1.00,6,135.00,-----
1436,輔仁大學,心理學系,英x1.00 國x1.00 數Bx1.00 公x2.00,13,215.00,237.00
1437,國立臺灣海洋大學,商船學系,英x1.50 數Ax1.50 物x1.50 國x1.00,15,200.00,-----
1440,國立臺灣海洋大學,航運管理學系,英x2.00 數Bx1.50 國x1.00 地x1.00,29,210.00,213.90
1441,國立臺灣海洋大學,運輸科學系A組,英x2.00 數Bx2.00 國x1.00 地x1.00,16,205.00,-----
1442,國立臺灣海洋大學,運輸科學系B組,英x2.00 數甲x2.00 國x1.00,15,185.00,-----
1443,國立臺灣海洋大學,輪機工程學系,英x1.50 物x1.50 數甲x1.50 化x1.00 國x1.00,29,225.50,-----
1444,國立臺灣海洋大學,海洋觀光管理學士學位學程,英x2.00 國x1.50 數Bx1.00 地x1.00,14,182.50,-----
1445,國立臺灣海洋大學,海洋經營管理學士學位學程,英x2.00 數Bx1.00 國x1.00 歷x1.00,7,183.00,-----
1446,國立臺灣海洋大學,食品科學系,化x2.00 英x2.00 生x2.00 數Ax1.00 國x1.00,37,241.00,-----
1447,國立臺灣海洋大學,水產養殖學系,生x2.00 英x2.00 化x1.50 數Ax1.00 國x1.00,22,209.00,-----
1450,國立臺灣海洋大學,生命科學暨生物科技學系,生x2.00 英x1.00 化x1.00 國x1.50,28,215.00,215.05
1451,國立臺灣海洋大學,海洋生物科技學士學位學程,生x1.50 英x1.50 化x1.50 數Ax1.00 國x1.00,13,213.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1452,國立臺灣海洋大學,環境生物與漁業科學學系,英x2.00 生x1.50 國x1.00,17,153.50,-----
1453,國立臺灣海洋大學,海洋環境資訊系,英x1.50 數甲x1.50 物x1.50 化x1.00 國x1.00,25,206.50,213.70
1454,國立臺灣海洋大學,機械與機電工程學系,數甲x1.50 物x1.50 英x1.50 化x1.00 國x1.00,44,252.00,-----
1455,國立臺灣海洋大學,系統工程暨造船學系,數甲x1.25 物x1.00 英x1.00,28,105.75,107.10
1456,國立臺灣海洋大學,河海工程學系,數甲x1.50 物x1.25 英x1.00 化x1.00 國x1.00,32,182.75,-----
1457,國立臺灣海洋大學,海洋工程科技學士學位學程,數甲x1.50 物x1.50 英x1.50 國x1.00,6,197.00,-----
1460,國立臺灣海洋大學,電機工程學系,數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,36,216.00,-----
1461,國立臺灣海洋大學,資訊工程學系,數甲x1.00 英x1.00 物x1.00 國x1.00,44,168.00,-----
1462,國立臺灣海洋大學,通訊與導航工程學系,數甲x1.50 物x1.50 英x1.00,20,154.00,-----
1463,國立臺灣海洋大學,光電與材料科技學系,數甲x1.50 物x1.50 英x1.25 化x1.00 國x1.00,24,248.75,-----
1464,國立臺灣海洋大學,海洋法政學士學位學程,英x2.00 國x1.50 公x1.00,16,184.50,199.20
1465,國立臺灣海洋大學,海洋文創設計產業學士學位學程,國x1.00 歷x1.00 英x1.00,8,113.00,-----
1466,國立高雄師範大學,國文學系,國x2.00 英x1.25 歷x1.25,37,186.75,197.05
1467,國立高雄師範大學,英語學系,英x2.00 國x1.75 歷x1.50,49,212.50,-----
1470,國立高雄師範大學,地理學系,地x1.50 英x1.50 數Bx1.00 社x1.00,26,191.50,-----
1471,國立高雄師範大學,數學系數學組,數甲x2.00 數Ax2.00 英x1.25 物x1.00,26,211.25,-----
1472,國立高雄師範大學,數學系應用數學組,數甲x2.00 數Ax2.00 英x1.25 物x1.00,25,216.75,-----
1473,國立高雄師範大學,化學系,化x1.00 英x1.00 數甲x1.00,25,119.00,-----
1474,國立高雄師範大學,物理學系,物x1.00 數甲x1.00 英x1.00 化x1.00 國x1.00,28,192.00,-----
1475,國立高雄師範大學,生物科技系,生x1.50 英x1.25 化x1.00 國x1.25 數甲x1.00,27,222.25,-----
1476,國立高雄師範大學,教育學系,國x1.50 英x1.75 數Bx1.75 公x1.00,15,223.25,-----
1477,國立高雄師範大學,特殊教育學系,國x1.25 英x1.25 公x1.00,15,141.25,143.25
1500,國立高雄師範大學,體育學系,英x2.00 國x2.00 生x2.00 術x1.00 數Bx1.00,9,249.31,-----
1501,國立高雄師範大學,事業經營學系,英x2.00 數Bx1.75 國x1.50 公x1.00,10,238.00,-----
1502,國立高雄師範大學,工業科技教育學系科技教育與訓練組,數甲x1.25 物x1.25 英x1.25 國x1.00 化x1.00,8,199.25,-----
1503,國立高雄師範大學,工業科技教育學系能源與冷凍空調組,數甲x1.25 物x1.25 英x1.25 國x1.00 化x1.00,6,202.25,-----
1504,國立高雄師範大學,工業設計學系,英x2.00 歷x1.00 數Bx1.00,21,127.00,-----
1505,國立高雄師範大學,電子工程學系,物x1.50 數甲x1.25 英x1.00 國x1.00,30,186.75,-----
1506,國立高雄師範大學,軟體工程與管理學系,數甲x1.00 英x1.00 國x1.00,18,127.00,-----
1507,國立高雄師範大學,電機工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,29,202.00,-----
1510,國立高雄師範大學,美術學系,術x2.00 國x1.00 英x1.00 歷x1.00,16,223.34,-----
1511,國立高雄師範大學,音樂學系,術x2.00 英x1.00 歷x1.00 國x1.00,5,230.56,-----
1512,國立高雄師範大學,視覺設計學系,術x2.00 國x1.00 英x1.00 歷x1.00,21,232.00,282.53
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1513,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,國x2.00 英x2.00 公x1.00 社x1.00 歷x1.00,12,343.00,344.30
1514,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,國x2.00 英x2.00 公x1.50 社x1.00 歷x1.00,17,350.50,-----
1515,國立彰化師範大學,特殊教育學系,國x1.25 英x1.25 公x1.00,22,145.25,-----
1516,國立彰化師範大學,數學系,數甲x2.00 英x1.00 自x1.00,37,149.00,-----
1517,國立彰化師範大學,物理學系物理組,物x2.00 數Ax1.50 英x1.00,20,175.50,-----
1520,國立彰化師範大學,物理學系光電組,物x2.00 數Ax1.50 英x1.00,25,177.50,-----
1521,國立彰化師範大學,生物學系,生x2.00 英x1.75 化x1.50 國x1.00,22,256.00,-----
1522,國立彰化師範大學,化學系,化x2.00 物x1.25 數Ax1.25 英x1.00,28,219.25,-----
1523,國立彰化師範大學,英語學系(社會組),英x1.50 國x1.00 歷x1.00,33,148.00,-----
1524,國立彰化師範大學,英語學系(自然組),英x1.50 國x1.00 化x1.00,3,154.50,-----
1525,國立彰化師範大學,國文學系,國x1.50 英x1.00 歷x1.00,49,146.00,156.50
1526,國立彰化師範大學,地理學系,地x1.50 英x1.25 數Bx1.00 公x1.00,20,185.75,-----
1527,國立彰化師範大學,美術學系,術x2.00 國x1.00 英x1.00 歷x1.00,17,218.36,-----
1530,國立彰化師範大學,機電工程學系,數甲x2.00 物x2.00 英x2.00 化x1.00 國x1.00,26,309.00,-----
1531,國立彰化師範大學,電機工程學系,數甲x2.00 物x2.00 英x2.00 化x1.00 國x1.00,34,326.00,-----
1532,國立彰化師範大學,電子工程學系,物x2.00 數甲x2.00 英x2.00 化x1.00 國x1.00,27,321.00,-----
1533,國立彰化師範大學,資訊工程學系,數甲x2.00 英x1.50 物x1.50,36,194.00,-----
1534,國立彰化師範大學,企業管理學系,英x2.00 國x1.00 公x1.00,25,166.00,-----
1535,國立彰化師範大學,會計學系,英x1.50 國x1.00 數Bx1.00 公x1.00,50,175.50,-----
1536,國立彰化師範大學,資訊管理學系資訊管理組,英x2.00 數Bx2.00 國x1.00 歷x1.00,10,239.00,-----
1537,國立彰化師範大學,資訊管理學系數位內容科技與管理組,英x2.00 數Ax2.00 國x1.00 物x1.00,17,243.00,-----
1540,國立彰化師範大學,運動學系,英x2.00 國x2.00 生x1.00 術x1.00,9,216.21,221.94
1541,國立彰化師範大學,公共事務與公民教育學系公民教育組,公x2.00 國x1.25 英x1.25 歷x1.00 數Bx1.00,9,277.75,-----
1542,國立彰化師範大學,公共事務與公民教育學系公共事務組,公x2.00 國x1.25 英x1.25 歷x1.00 數Bx1.00,10,277.50,-----
1543,中山醫學大學,醫學系,生x1.00 化x1.00 英x1.00 數甲x1.00 物x1.00,66,264.00,286.20
1544,中山醫學大學,醫學社會暨社會工作學系,國x2.00 英x1.00 公x2.00,65,172.00,173.75
1545,中山醫學大學,護理學系,生x1.00 化x1.00 英x1.00 國x1.00,86,133.00,135.00
1546,中山醫學大學,牙醫學系,生x1.25 化x1.00 數甲x1.00 物x1.00 英x1.00,65,275.25,320.45
1547,中山醫學大學,醫學檢驗暨生物技術學系,生x1.00 化x1.00 英x1.00 國x1.00,35,176.00,178.20
1550,中山醫學大學,物理治療學系,英x1.50 生x1.50 國x1.50 物x1.00,28,258.00,292.30
1551,中山醫學大學,職能治療學系,英x1.50 國x1.25 生x1.00,31,177.75,204.10
1552,中山醫學大學,語言治療與聽力學系語言治療組,英x2.00 生x1.50 國x1.50 物x1.00,30,262.00,266.90
1553,中山醫學大學,語言治療與聽力學系聽力組,英x2.00 物x1.50 國x1.50 生x1.00,26,236.00,251.25
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
1554,中山醫學大學,生物醫學科學學系,生x2.00 英x1.00 化x1.00 數甲x1.00,35,182.00,-----
1555,中山醫學大學,視光學系,生x1.50 英x1.00 物x1.00 國x1.00,21,167.00,-----
1556,中山醫學大學,醫學影像暨放射科學系,物x2.00 生x1.50 數甲x1.25,41,161.50,-----
1557,中山醫學大學,心理學系,英x2.00 國x1.50 數甲x1.00,35,192.00,193.80
1560,中山醫學大學,營養學系,生x2.00 化x2.00 國x1.75,41,230.00,-----
1561,中山醫學大學,公共衛生學系(A組),國x2.00 英x2.00 化x1.00 數甲x1.00,19,218.00,-----
1562,中山醫學大學,公共衛生學系(B組),歷x1.00 國x2.00 英x2.00 數甲x1.00,10,200.00,-----
1563,中山醫學大學,醫療產業科技管理學系,英x1.50 國x1.00 地x1.00 數Bx1.00,32,134.50,-----
1564,中山醫學大學,職業安全衛生學系,化x1.00 國x1.00 英x1.00,24,102.00,103.95
1565,中山醫學大學,醫學應用化學系,化x2.00 數甲x1.00 國x1.00,21,155.00,-----
1566,中山醫學大學,健康產業科技管理學系,化x1.00 數甲x1.00 國x1.00,17,94.00,-----
1567,中山醫學大學,醫學資訊學系,數甲x2.00 英x2.00 國x1.00,27,173.00,-----
1570,中山醫學大學,應用外國語言學系,英x1.50 國x1.00 歷x1.00,33,107.00,-----
1571,國立中山大學,中國文學系,國x2.00 歷x1.00 英x1.00 地x1.00,16,229.00,-----
1572,國立中山大學,外國語文學系,英x2.00 國x1.50 歷x1.00 地x1.00,15,258.50,-----
